Year,State,stateid,statepop,"Residents in State, County, and City Mental Hospitals",Resident all Mental Institutions,All Patients (Resident and on Parole) in All Mental Institutions,Homicide Count,Prisoners,Jailpop,Executions,Real Per Cap Income,Age Percent 15 to 19,Age Percent 20 to 24,Nonwhite,r_black,r_urban
1992,WV,49,1805462,353,398,398,137,1674,1695.39999999999,0,114.839630126953,7.7023969590664,6.62380486726761,4.00736257433891,3.12003231048584,38.0906372070312
1992,WI,50,5004636,889,3197,3197,241,8191,7236.60000000009,0,140.292221069336,7.10022047162057,7.26514264941216,7.71735608577728,5.21782207489014,66.0696716308594
1992,WY,51,463491,197,418,418,17,1063,487.4,1,137.890228271484,7.50772327184677,6.06653958559034,4.2089469730854,.858916461467743,64.9980010986328
1993,AL,1,4193113.75,1817,2760,2760,576,18624,7072,0,122.934257507324,7.70158298313617,7.31777824461459,27.0553290843964,25.566370010376,58.8061943054199
1993,AK,2,596993,68,152,152,42,2703,31,0,169.81315612793,7.0146608352661,6.97709560394287,25.5603969097137,4.36051988601685,66.5567626953125
1993,AZ,3,3993390,457,1163,1163,382,17811,7231,2,126.595153808594,7.09043093025684,7.27253757417202,14.3829673528671,3.30017852783203,87.4363098144531
1993,AR,4,2423743,172,500,500,289,8625,2846,0,115.010383605957,7.51380071043968,6.93864688277245,17.8844064474106,16.0677928924561,53.1500091552734
1993,CA,5,31147208,4421,10537,10537,4348,119951,69298,1,156.643600463867,6.89436554908752,7.80620142817496,24.7806996107101,7.7103443145752,92.9043731689453
1993,CO,6,3560884,848,1521,1521,210,9462,6316,0,152.622833251953,6.86936043202877,6.95270046591759,9.8965972661972,4.27247858047485,82.7957992553711
1993,CT,7,3272325,1182,1657,1657,207,13691,,0,200.519027709961,6.32931403815746,6.96816958487032,12.5684022903442,8.92270851135254,81.7175216674805
1993,DE,8,699475,511,511,511,40,4210,,2,158.941177368164,6.86250932514668,7.59478285908699,20.4311147332191,17.8470993041992,74.9902648925781
1993,FL,10,13713593,2816,4261,4261,1406,53048,34183,3,145.674743652344,6.16115879267454,6.3259656727314,17.221163213253,14.3583517074585,85.816162109375
1993,GA,11,6894092,3255,3255,3255,857,27783,22663,2,136.463668823242,7.54930369555951,7.71856635808945,30.2953124046326,27.6762638092041,65.5570602416992
1993,HI,12,1161508,195,195,195,38,3129,,0,169.930801391602,6.55279599130154,7.7338904887438,68.3685719966888,2.85180997848511,89.3987045288086
1993,ID,13,1101204,146,379,379,36,2606,1485,0,125.2802734375,8.09736989438534,6.72631576657294,4.49463278055191,.486921608448029,59.8680076599121
1993,IL,14,11725984,3140,5363,5363,1371,34495,14549,0,158.90657043457,7.06081621348858,7.21684224903584,20.2428385615349,15.1564674377441,85.4699478149414
1993,IN,15,5701965,1917,2538,2538,416,14470,8297,0,136.775085449219,7.62210763990879,7.28786826133728,9.95361879467964,8.02853012084961,66.558219909668
1993,IA,16,2820525,542,1879,1879,63,4898,1602,0,129.522491455078,7.27593973278999,7.06692039966583,3.80773916840553,1.85699462890625,60.71728515625
1993,KS,17,2547605,1221,2172,2172,193,5727,2797,0,140.027679443359,7.22471207380295,7.11723335087299,9.71842631697655,5.92474126815796,69.7835083007812
1993,KY,18,3792288,700,1100,1100,241,10440,6813,0,121.245674133301,7.4654570966959,7.41034045815467,8.42676162719727,7.1672568321228,52.9520645141602
1993,LA,19,4284749,1091,1909,1909,922,22468,16208,1,120.505187988281,7.92023099958897,7.44509533047676,33.3092898130417,31.4738388061523,69.3714065551758
1993,ME,20,1238256,446,591,591,20,1469,704,0,128.989624023438,7.02054128050804,6.49892639368774,2.07818225026131,.426244676113129,43.2554359436035
1993,MD,21,4942504,2103,2446,2446,611,20264,9358,0,171.072662353516,6.52287028729915,7.00203526765106,30.4137736558914,26.0098724365234,82.5445327758789
1993,MA,22,6010884,960,2939,2939,248,10229,7878,0,174.228378295898,6.72790847718716,7.81082734465599,10.2312758564949,5.90044689178467,86.4438705444336
1993,MI,23,9529240,2181,3484,3484,1018,39318,12479,0,146.221450805664,7.38529495894908,7.22315028309821,16.8608799576759,14.2043132781982,71.6841735839844
1993,MN,24,4521709,1754,2828,2828,151,4200,3654,0,149.730102539062,7.04120501875878,7.0038765668869,6.71951696276665,2.46833658218384,70.0675964355469
1993,MS,25,2635574,1168,2128,2128,485,9907,4851,0,105.813148498535,8.5018403083086,7.45182156562805,36.9831055402756,36.0575752258301,47.5259590148926
1993,MO,26,5237757,1449,1637,1637,627,16178,5030,4,137.45329284668,7.18325488269329,6.82618081569671,12.9274323582649,10.983193397522,68.8453826904297
1993,MT,27,839876,202,202,202,38,1541,680,0,122.975776672363,7.33834080398083,6.22692212462426,7.55147039890289,.331120312213898,52.9271545410156
1993,NE,28,1612149,612,651,651,62,2518,361,0,136.678207397461,7.40344151854515,6.77226051688194,6.84928819537163,3.7464280128479,67.1510009765625
1993,NV,29,1380197,926,926,926,157,6412,2987,0,157.62629699707,6.279676258564,6.90151289105416,15.5799746513367,7.02421426773071,88.3806076049805
1993,NH,30,1122191,116,474,474,22,1775,1127,0,154.851211547852,6.83246053755283,6.83773886412382,2.36830301582813,.622443079948425,53.504077911377
1993,NJ,31,7874891,3259,4341,4341,417,23831,15122,0,185.633224487305,6.42057619988918,6.73833336681127,20.2302068471909,14.3000078201294,90.8071365356445
1993,NM,32,1614937,249,1210,1210,169,3498,3058,0,117.363319396973,7.54767030477523,6.67158931493759,18.2647109031677,2.34442567825317,73.354362487793
1993,NY,33,18140894,12151,13579,13579,2408,64569,29809,0,174,6.72443509101868,7.35074341297151,23.7361028790474,17.3122501373291,85.2116851806641
1993,NC,34,6947412,2443,4271,4271,883,21892,8939,0,135.467132568359,7.17751011252403,7.92546682059765,25.1211374998093,22.2140998840332,53.1951446533203
1993,ND,35,637229,231,259,259,26,498,1680,0,122.512107849121,7.8197830915451,7.59647071361542,5.73342628777027,.577657282352448,54.0725898742676
1993,OH,36,11070385,1985,2988,2988,611,40641,11695,0,142.795852661133,7.25261867046356,7.03371062874794,12.7503141760826,11.0600128173828,74.9949340820312
1993,OK,37,3228829,649,1056,1056,310,16409,4102,0,123.2802734375,7.47398711740971,6.95609256625176,18.5937702655792,7.64509344100952,66.9345169067383
1993,OR,38,3034490,951,1130,1130,148,6557,3777,0,138.726638793945,6.78679831326008,6.64602622389793,7.84133449196815,1.72648453712463,72.6819610595703
1993,PA,39,12022128,5226,8798,8798,867,26050,19231,0,150.435989379883,6.91470451653004,6.87035810202361,11.6545885801315,9.51131153106689,71.3037338256836
1993,RI,40,997852,300,300,300,40,2783,,0,149.384078979492,7.0305809378624,7.82062359154225,9.1477632522583,4.54496240615845,87.4457397460938
1993,SC,41,3634507,1181,1306,1306,416,18704,5713,0,121.321800231934,7.74890884757042,7.69802942872047,31.3332259654999,30.0996551513672,56.2380485534668
1993,SD,42,716258,359,359,359,25,1553,623,0,126.567474365234,7.58359573781491,6.65750630199909,9.05556157231331,.554129898548126,50.5063896179199
1993,TN,43,5085666,1191,1713,1713,579,12824,14375,0,133.45329284668,7.30950936675072,7.2555635124445,17.6677837967873,16.2892913818359,61.5865707397461
1993,TX,44,17996764,3114,4979,4979,2307,92013,55395,17,134.968856811523,7.66077071428299,7.55679406225681,18.7138378620148,12.1599807739258,80.698860168457
1993,UT,45,1875993,333,583,583,66,2888,1895,0,115.958480834961,9.03497420251369,8.5190991312265,6.07841573655605,.760237395763397,87.0523910522461
1993,VT,46,574004,79,268,268,14,1223,,0,134.844284057617,7.57130213081837,7.5139982253313,2.16326769441366,.484491407871246,33.9184341430664
1993,VA,47,6464795,2675,4244,4244,554,22850,14623,5,155.501724243164,6.92206352949143,7.92360082268715,23.5544711351395,19.4404926300049,70.3258743286133
1993,WA,48,5247704,1326,1444,1444,284,10419,7435,1,153.730102539062,6.77732847630979,6.97837382555008,11.896026134491,3.23274683952332,77.7362670898438
1993,WV,49,1816179,258,347,347,147,1805,1771,0,114.519027709961,7.60530106723309,6.63671314716339,4.14715707302094,3.13796186447144,39.0858154296875
1993,WI,50,5055318,891,2474,2474,229,8781,7879,0,140.698959350586,7.14165374636651,7.19460666179657,8.12722742557526,5.28214073181152,66.3490524291992
1993,WY,51,469033,137,331,331,15,1129,495,0,138.242218017578,7.5887243449688,6.17564313113688,4.68860156834126,.828726291656494,65.0080108642578
1994,AL,1,4232965,1647,2484,2484,601,19573,7796.33333333326,0,125.546562194824,7.61747851967811,7.26174384355545,27.3289889097214,25.6880931854248,58.3259506225586
1994,AK,2,600624,101,159,159,36,3292,37.1666666666661,0,169.028350830078,7.12448894977569,6.94069236516953,26.3274908065796,4.18697881698608,66.4198455810547
1994,AZ,3,4147561,462,1012,1012,458,19746,7745.83333333337,0,129.635635375977,7.08440572023392,7.2410535812378,15.8405438065529,3.38140916824341,87.5407257080078
1994,AR,4,2450605,183,495,495,322,8957,3177,5,117.07152557373,7.48223200440407,6.95143163204193,18.1955873966217,16.021390914917,53.0605926513672
1994,CA,5,31317180,3814,9117,9117,3938,126091,70605.3333333335,0,156.565460205078,6.925341039896,7.68901154398915,27.0409256219864,7.66949367523193,93.1242980957031
1994,CO,6,3653910,775,1456,1456,207,10717,6764,0,155.222671508789,6.8979375064373,6.96775078773499,10.9437264502048,4.28103065490723,83.03466796875
1994,CT,7,3268346,958,1325,1325,209,14380,,0,200.357635498047,6.31372779607773,6.77421405911445,13.4141355752945,8.97184658050537,82.5779418945312
1994,DE,8,708416,546,546,546,30,4466,,1,158.771926879883,6.84814959764481,7.4631541967392,21.1345374584198,18.1339778900146,75.7219467163086
1994,FL,10,13961798,2766,3211,3211,1319,57163,36999.166666667,1,146.1943359375,6.1682640016079,6.24857708811761,17.9147899150848,14.5561408996582,86.3118438720703
1994,GA,11,7045900,3239,3239,3239,820,33425,24358.3333333335,1,139.750335693359,7.4891620874405,7.65291169285776,30.9542328119278,27.8793487548828,66.4249801635742
1994,HI,12,1173903,200,200,200,45,3333,,0,167.186233520508,6.55562147498131,7.62151315808297,69.4437563419342,2.92588067054749,89.6949844360352
1994,ID,13,1135459,138,160,160,39,2811,1705.66666666669,1,126.228073120117,8.13121512532234,6.82925552129743,5.11352270841599,.505170166492462,60.8045997619629
1994,IL,14,11804986,2860,4754,4754,1462,36531,14937.5,1,161.734146118164,7.05755114555359,7.16968297958375,21.1367577314377,15.2060327529907,85.8090057373047
1994,IN,15,5745626,1320,2602,2602,457,15014,9045.33333333326,1,140.08772277832,7.5936582684517,7.25546747446061,10.3341571986675,8.10122299194336,67.1619033813477
1994,IA,16,2829422,513,1778,1778,65,5437,1834.66666666669,0,136.983810424805,7.32453465461731,7.071902602911,4.10131998360157,1.89370834827423,60.7692642211914
1994,KS,17,2569118,883,2076,2076,187,6371,3060.5,0,141.632934570312,7.29612201452257,7.13749468326568,10.3472016751766,5.91911315917969,70.0204849243164
1994,KY,18,3823215,645,1036,1036,234,11066,7406.33333333326,0,122.975708007812,7.41461083292962,7.35251963138579,8.6572028696537,7.1834831237793,53.3535842895508
1994,LA,19,4306500,1091,1889,1889,912,24063,17778.5,0,124.230773925781,7.92780429124832,7.45766937732696,33.7088197469711,31.6624412536621,69.8364410400391
1994,ME,20,1237687,450,586,586,33,1474,772.166666666657,0,130.816467285156,7.0003904402256,6.36529982089997,2.22620535641909,.406968772411346,42.8229675292969
1994,MD,21,4985411,1820,2467,2467,651,20998,9622.5,1,172.651824951172,6.54839679598808,6.85105636715888,31.2060564756393,26.3664932250977,83.0481262207031
1994,MA,22,6031352,793,2637,2637,236,11293,8360.66666666663,0,177.483139038086,6.69458076357842,7.60232657194138,11.0015794634819,5.99197340011597,87.1480484008789
1994,MI,23,9584481,3711,3711,3711,1038,40631,13004,0,153.130905151367,7.35529124736786,7.12366446852684,17.2864988446236,14.2669792175293,72.1084442138672
1994,MN,24,4566028,1593,2857,2857,150,4575,3878.66666666669,0,155.094467163086,7.10493937134744,6.94639459252357,7.23664462566376,2.5754771232605,70.1927490234375
1994,MS,25,2663450,1208,2064,2064,460,10930,5523.5,0,109.92578125,8.42354685068132,7.4777452647686,37.2282058000565,36.134937286377,47.7037353515625
1994,MO,26,5281206,1109,1646,1646,610,17898,5348.33333333337,0,140.674774169922,7.19942525029182,6.80364921689033,13.249745965004,11.0526456832886,68.9255447387695
1994,MT,27,854923,197,197,197,35,1764,820.166666666686,0,120.519569396973,7.37992629408836,6.29900559782983,7.82965272665024,.342954903841019,53.0913848876953
1994,NE,28,1621551,599,606,606,54,2711,665.666666666628,1,140.020248413086,7.46746435761452,6.79487481713295,7.36091360449791,3.81363296508789,67.5232772827148
1994,NV,29,1456388,760,760,760,165,6993,3305.5,0,160.404861450195,6.28093510866165,6.84214785695076,16.9038712978363,7.1943736076355,88.8279571533203
1994,NH,30,1133054,137,458,458,22,2021,1204.5,0,159.29150390625,6.87016054987907,6.66408091783524,2.5908324867487,.657868027687073,54.3264503479004
1994,NJ,31,7918796,3405,3929,3929,426,24632,15406.6666666666,0,185.951416015625,6.38395696878433,6.59815564751622,21.2667465209961,14.3938798904419,91.3135147094727
1994,NM,32,1653329,209,1335,1335,184,3712,3417.83333333337,0,118.967613220215,7.60513901710509,6.66335284709931,20.3906238079071,2.39220380783081,73.5832977294922
1994,NY,33,18156652,11316,13307,13307,2054,66750,30409.3333333333,0,173.987854003906,6.7176453769207,7.23395824432376,24.9200999736786,17.4177932739258,85.5372161865234
1994,NC,34,7060959,2203,4008,4008,819,23648,9662.33333333326,1,137.651824951172,7.10195377469063,7.82470628619194,25.4994750022888,22.2028064727783,54.2025756835938
1994,ND,35,639762,213,225,225,6,536,1498,0,128.245620727539,7.91021853685379,7.6494710147381,5.97578920423985,.571618795394897,54.3329429626465
1994,OH,36,11111451,1849,2866,2866,568,41908,12518.8333333333,0,146.504730224609,7.23787024617195,6.95870503783225,13.0877196788788,11.1628894805908,75.3322219848633
1994,OK,37,3246119,675,993,993,281,16631,4542.16666666663,0,123.981109619141,7.5012293457985,7.00697690248491,19.3294316530228,7.63385438919067,66.7063369750977
1994,OR,38,3087142,855,1083,1083,179,6936,4194.66666666663,0,142.105270385742,6.82553127408028,6.65545031428337,8.63873586058617,1.75952386856079,73.5479583740234
1994,PA,39,12042545,4787,7908,7908,756,28302,20525.1666666665,0,151.241561889648,6.91151574254036,6.77029296755791,12.0618365705013,9.57003688812256,72.1264266967773
1994,RI,40,993412,63,160,160,49,2919,,0,149.102569580078,7.06945359706879,7.68390178680423,9.97477099299431,4.62114381790161,87.942253112793
1994,SC,41,3666456,1089,1258,1258,396,18999,6224.16666666663,0,123.920379638672,7.6788277924061,7.59734258055684,31.5465956926346,30.1413688659668,56.8463859558105
1994,SD,42,723038,317,317,317,24,1708,696.5,0,130.850204467773,7.62826442718506,6.66881769895553,9.3857042491436,.582680284976959,50.6990966796875
1994,TN,43,5163016,1142,1532,1532,548,14401,15250.6666666667,0,136.524963378906,7.2410123050213,7.19397440552711,17.9685324430466,16.3511791229248,61.8783073425293
1994,TX,44,18338318,2930,4107,4107,2153,118195,55817.5,14,136.228073120117,7.67693758010864,7.53583416342735,20.1985135674477,12.1875457763672,80.9572067260742
1994,UT,45,1930436,326,698,698,63,3045,2249.83333333337,0,118.529014587402,9.1090953350067,8.74545231461523,6.77776709198952,.788215756416321,87.2207489013672
1994,VT,46,578900,63,195,195,4,1301,,0,136.477737426758,7.55984753370285,7.35960423946378,2.33322437852621,.463119715452194,34.5271797180176
1994,VA,47,6536771,2540,4083,4083,585,26968,15225,2,157.253707885742,6.89652726054192,7.77266398072243,24.1348177194595,19.577127456665,70.7132186889648
1994,WA,48,5334896,1330,1449,1449,321,10833,7952.83333333337,1,154.777328491211,6.8284909427166,6.94107741117477,12.823449075222,3.28021383285522,78.3403549194336
1994,WV,49,1818490,224,334,334,114,2332,1891.33333333334,0,116.018898010254,7.50820517539978,6.64962142705918,4.28695157170296,3.15426540374756,40.080997467041
1994,WI,50,5095504,889,2370,2370,225,10022,8659,0,144.487182617188,7.18308702111244,7.12407067418097,8.53709802031517,5.36296272277832,66.6284332275391
1994,WY,51,474982,147,291,291,26,1217,580,0,138.313095092773,7.66972541809083,6.28474667668342,5.16825616359711,.817504703998566,65.0180282592773
1995,AL,1,4262731,1365,2388,2388,530,20718,8520.66666666651,2,127.565620422363,7.53337405622005,7.2057094424963,27.6026487350464,25.7840099334717,57.8457107543945
1995,AK,2,601345,63,128,128,54,3522,43.3333333333321,0,167.349090576172,7.23431706428528,6.90428912639618,27.0945847034454,3.93318319320679,66.2829284667969
1995,AZ,3,4306908,473,984,984,537,21341,8260.66666666674,1,130.767715454102,7.07838051021099,7.20956958830357,17.2981187701225,3.44739174842834,87.645133972168
1995,AR,4,2480121,145,492,492,287,8910,3508,2,118.608924865723,7.45066329836845,6.96421638131142,18.5067683458328,16.0112762451172,52.9711723327637
1995,CA,5,31493526,4296,7461,7461,3649,135646,71912.666666667,0,158.536758422852,6.9563165307045,7.57182165980339,29.3011546134949,7.6380877494812,93.3442077636719
1995,CO,6,3738061,525,1397,1397,213,11063,7212,0,158.963256835938,6.92651458084583,6.98280110955238,11.9908556342125,4.26774740219116,83.2735443115234
1995,CT,7,3265293,734,1754,1754,149,14802,,0,203.70735168457,6.29814155399799,6.58025853335857,14.2598688602448,9.02206993103027,83.438362121582
1995,DE,8,718265,528,528,528,42,4836,,1,160.150924682617,6.83378987014294,7.3315255343914,21.8379601836205,18.4622669219971,76.4536285400391
1995,FL,10,14185403,2631,3086,3086,1244,63879,39815.333333334,3,148.891082763672,6.17536921054125,6.1711885035038,18.6084166169167,14.7252559661865,86.8075408935547
1995,GA,11,7188538,3142,3142,3142,741,34266,26053.666666667,2,142.237533569336,7.42902047932148,7.58725702762604,31.613153219223,28.0219554901123,67.2929077148438
1995,HI,12,1180490,169,174,174,58,3560,,0,164.068252563477,6.55844695866108,7.50913582742214,70.5189406871796,2.94928383827209,89.9912567138672
1995,ID,13,1165000,142,216,216,47,3328,1926.33333333337,0,127.467193603516,8.16506035625935,6.93219527602196,5.73241226375103,.543433547019958,61.7411842346191
1995,IL,14,11884935,2316,3921,3921,1296,37658,15326,5,164.849090576172,7.0542860776186,7.12252371013165,22.0306754112244,15.2397127151489,86.1480560302734
1995,IN,15,5791819,2583,2620,2620,450,16125,9793.66666666651,0,140.472442626953,7.56520889699459,7.22306668758392,10.7146956026554,8.15717792510986,67.7655868530273
1995,IA,16,2840860,339,1356,1356,66,5906,2067.33333333337,0,137.329406738281,7.37312957644463,7.07688480615616,4.39490079879761,1.91220271587372,60.8212471008301
1995,KS,17,2586942,1332,2030,2030,162,7054,3324,0,141.456695556641,7.36753195524216,7.15775601565838,10.9759770333767,5.89928197860718,70.2574615478516
1995,KY,18,3855248,586,954,954,250,12060,7999.66666666651,0,123.877960205078,7.36376456916332,7.29469880461693,8.8876448571682,7.18578910827637,53.7551040649414
1995,LA,19,4327978,1095,1732,1732,763,25195,19349,1,125.177169799805,7.93537758290768,7.47024342417717,34.1083526611328,31.8302459716797,70.3014602661133
1995,ME,20,1237438,391,574,574,21,1396,840.333333333314,0,132.152236938477,6.98023959994316,6.2316732481122,2.37422846257687,.42870831489563,42.3905029296875
1995,MD,21,5023650,1624,1924,1924,640,21453,9887,0,173.182418823242,6.57392330467701,6.7000774666667,31.9983422756195,26.7331123352051,83.5517196655273
1995,MA,22,6062335,707,2659,2659,226,11687,8843.33333333326,0,180.164047241211,6.66125304996967,7.39382579922676,11.771883815527,6.05860614776611,87.8522186279297
1995,MI,23,9659871,1956,2308,2308,946,41112,13529,0,154.251968383789,7.32528753578663,7.02417865395546,17.7121162414551,14.3043117523193,72.5327224731445
1995,MN,24,4605445,1521,2344,2344,177,4846,4103.33333333337,0,157.992126464844,7.16867372393608,6.88891261816025,7.75377303361893,2.67318367958069,70.3179016113281
1995,MS,25,2690788,1225,2055,2055,429,12684,6196,0,110.793968200684,8.34525339305401,7.50366896390915,37.4733090400696,36.2262649536133,47.8815155029297
1995,MO,26,5324610,1290,1493,1493,475,19134,5666.66666666674,6,141.463256835938,7.21559561789036,6.78111761808395,13.5720580816269,11.0909719467163,69.0057067871094
1995,MT,27,868522,210,210,210,47,1999,960.333333333372,1,120.400268554688,7.4215117841959,6.37108907103539,8.10783505439758,.350595593452454,53.2556190490723
1995,NE,28,1635142,575,584,584,67,3074,970.333333333256,0,142.585311889648,7.53148719668388,6.81748911738396,7.87253975868225,3.85434412956238,67.8955535888672
1995,NV,29,1525777,96,281,281,171,7713,3624,0,162.841217041016,6.28219395875931,6.78278282284737,18.2277679443359,7.30690002441406,89.2753067016602
1995,NH,30,1145604,159,390,390,17,2015,1282,0,162.388458251953,6.90786056220531,6.49042297154665,2.81336214393377,.664889395236969,55.1488151550293
1995,NJ,31,7965523,3358,3481,3481,433,27066,15691.3333333333,0,189.901580810547,6.34733773767948,6.45797792822123,22.3032847046852,14.4532012939453,91.8198852539062
1995,NM,32,1682417,326,1060,1060,170,4078,3777.66666666674,0,120.905517578125,7.66260772943497,6.65511637926102,22.5165367126465,2.44451880455017,73.8122329711914
1995,NY,33,18150928,10284,11231,11231,1582,68486,31009.6666666665,0,177.703414916992,6.71085566282272,7.11717307567596,26.1040985584259,17.5068798065186,85.8627548217773
1995,NC,34,7185403,2003,3912,3912,692,29253,10385.6666666665,2,139.730972290039,7.02639743685722,7.72394575178623,25.8778125047684,22.1713943481445,55.2100067138672
1995,ND,35,641548,218,221,221,13,608,1316,0,123.786094665527,8.00065398216248,7.70247131586075,6.21815249323845,.55818110704422,54.5932884216309
1995,OH,36,11155493,1648,2534,2534,538,44663,13342.6666666665,0,147.604995727539,7.22312182188034,6.88369944691658,13.425125181675,11.257306098938,75.6695022583008
1995,OK,37,3265547,738,1063,1063,441,18151,4982.33333333326,3,123.75984954834,7.52847157418728,7.05786123871803,20.0650930404663,7.62895202636719,66.478157043457
1995,OR,38,3141421,800,1114,1114,149,7886,4612.33333333326,0,146.279541015625,6.86426423490047,6.66487440466881,9.43613648414612,1.79485642910004,74.4139556884766
1995,PA,39,12044780,4579,7426,7426,785,32416,21819.333333333,2,152.637802124023,6.90832696855068,6.67022783309221,12.4690845608711,9.60753917694092,72.9491271972656
1995,RI,40,989203,54,172,172,35,2902,,0,152.39501953125,7.10832625627518,7.54717998206615,10.8017787337303,4.70681953430176,88.4387741088867
1995,SC,41,3699943,1101,1101,1101,328,19611,6735.33333333326,1,125.485572814941,7.60874673724174,7.49665573239326,31.759962439537,30.1594104766846,57.4547271728516
1995,SD,42,728251,277,277,277,18,1871,770,0,127.959320068359,7.67293311655521,6.68012909591198,9.71584618091583,.550085127353668,50.8918037414551
1995,TN,43,5241168,1191,1458,1458,585,15206,16126.3333333335,0,138.93701171875,7.17251524329185,7.13238529860973,18.269282579422,16.3676681518555,62.1700401306152
1995,TX,44,18679706,2293,4083,4083,1791,127766,56240,19,137.814971923828,7.6931044459343,7.51487426459789,21.6831892728806,12.2587690353394,81.2155685424805
1995,UT,45,1976774,333,552,552,76,3471,2604.66666666674,0,121.246726989746,9.18321646749973,8.97180549800396,7.47711807489395,.811271250247955,87.3890991210938
1995,VT,46,582827,75,114,114,14,1279,,0,137.808410644531,7.54839293658733,7.20521025359631,2.50318106263876,.487966418266296,35.1359252929688
1995,VA,47,6601392,4224,4224,4224,519,27415,15827,5,157.847778320312,6.87099099159241,7.62172713875771,24.7151643037796,19.6998157501221,71.1005706787109
1995,WA,48,5431024,1216,1243,1243,300,11608,8470.66666666674,0,155.446197509766,6.87965340912342,6.90378099679947,13.7508705258369,3.33743691444397,78.9444351196289
1995,WV,49,1820560,179,278,278,100,2512,2011.66666666669,0,116.318901062012,7.41110928356647,6.66252970695496,4.42674607038498,3.16655302047729,41.0761756896973
1995,WI,50,5137004,891,2230,2230,242,11199,9439,0,145.767715454102,7.22452029585838,7.0535346865654,8.94696861505508,5.42627573013306,66.9078140258789
1995,WY,51,478447,136,315,315,15,1395,665,0,138.051193237305,7.75072649121284,6.39385022222996,5.64791113138199,.828722834587097,65.0280380249023
1996,AL,1,4290403,1305,2302.75166666668,2302.75166666668,529,21760,9245,1,127.985984802246,7.44926959276198,7.14967504143713,27.8763115406036,25.8170166015625,57.365478515625
1996,AK,2,604918,66,123.430566666666,123.430566666666,42,3716,49.5,0,164.467819213867,7.34414517879483,6.86788588762284,27.8616786003113,3.80051517486572,66.1460113525391
1996,AZ,3,4432308,372,948.872499999998,948.872499999998,446,22493,8775.5,2,132.715103149414,7.07235530018807,7.17808559536934,18.7556937336922,3.51457977294922,87.7495498657227
1996,AR,4,2504858,140,474.436249999999,474.436249999999,239,9407,3839,1,120.624603271484,7.41909459233283,6.97700113058091,18.8179492950439,16.0606708526611,52.8817596435547
1996,CA,5,31780828,4425,7194.65233333327,7194.65233333327,3056,146049,73220,2,161.325698852539,6.98729202151298,7.45463177561758,31.5613806247711,7.61202955245972,93.5641174316406
1996,CO,6,3812716,458,1347.129,1347.129,214,12438,7660,0,162.97004699707,6.95509165525436,6.99785143136978,13.0379855632782,4.27351522445679,83.5124130249023
1996,CT,7,3267030,702,1691.3845,1691.3845,173,16571,,0,206.653930664062,6.28255531191826,6.38630300760266,15.1056036353111,9.08589744567871,84.2987823486328
1996,DE,8,727090,462,509.151100000003,509.151100000003,57,5110,,3,163.970687866211,6.81943014264107,7.19989687204361,22.5413829088211,18.7670021057129,77.1853179931641
1996,FL,10,14426911,2628,2975.834,2975.834,1189,63763,42631.5,2,150.764831542969,6.1824744194746,6.09379991889001,19.3020433187485,14.8871507644653,87.30322265625
1996,GA,11,7332225,2868,3090.66666666666,3090.66666666666,736,35139,27749,2,146.239654541016,7.36887887120248,7.52160236239434,32.272070646286,28.1967487335205,68.1608276367188
1996,HI,12,1184434,167,167.788433333333,167.788433333333,41,4011,,0,159.490127563477,6.56127244234085,7.39675849676136,71.5941250324249,2.93954730033875,90.2875442504883
1996,ID,13,1187706,150,208.289083333333,208.289083333333,50,3832,2147,0,129.050354003906,8.19890558719636,7.03513503074644,6.35130256414413,.550893902778625,62.6777725219727
1996,IL,14,11953003,1802,3781.02549999999,3781.02549999999,1267,38852,15714.5,1,168.572341918945,7.05102100968361,7.07536444067955,22.9245945811272,15.2459936141968,86.4871063232422
1996,IN,15,5834908,2485,2526.46950000001,2526.46950000001,400,16960,10542,1,142.562149047852,7.5367595255375,7.19066590070725,11.0952340066433,8.18720722198486,68.369270324707
1996,IA,16,2848473,431,1307.59266666666,1307.59266666666,71,6342,2300,0,143.537292480469,7.42172449827194,7.08186700940132,4.68848161399364,1.93896865844727,60.8732223510742
1996,KS,17,2598266,928,1957.53166666668,1957.53166666668,144,7756,3587.5,0,145.602294921875,7.43894189596177,7.17801734805107,11.6047523915768,5.85401964187622,70.4944458007812
1996,KY,18,3881051,591,919.943466666664,919.943466666664,233,12910,8593,0,126.539199829102,7.31291830539704,7.23687797784804,9.11808684468269,7.19351530075073,54.156623840332
1996,LA,19,4338763,1095,1670.16983333333,1670.16983333333,798,26779,20919.5,1,126.105804443359,7.94295087456703,7.48281747102737,34.5078825950623,31.9967002868652,70.766487121582
1996,ME,20,1241436,421,553.508966666661,553.508966666661,29,1426,908.5,0,135.13703918457,6.96008875966072,6.09804667532448,2.52225138247013,.451412707567215,41.9580307006836
1996,MD,21,5057142,1624,1855.31583333333,1855.31583333333,605,22050,10151.5,0,174.588912963867,6.59944981336593,6.54909856617447,32.7906250953674,27.1309547424316,84.055305480957
1996,MA,22,6085393,705,2564.07733333332,2564.07733333332,191,11796,9326,0,184.404083251953,6.62792533636094,7.18532502651215,12.542188167572,6.14364576339722,88.556396484375
1996,MI,23,9739184,1513,2225.60750000001,2225.60750000001,808,42349,14054,0,154.913970947266,7.29528382420539,6.92469283938406,18.1377351284027,14.2921628952026,72.9570007324219
