Year,State,stateid,statepop,"Residents in State, County, and City Mental Hospitals",Resident all Mental Institutions,All Patients (Resident and on Parole) in All Mental Institutions,Homicide Count,Prisoners,Jailpop,Executions,Real Per Cap Income,Age Percent 15 to 19,Age Percent 20 to 24,Nonwhite,r_black,r_urban
1947,NY,33,14165000,77907,106582,120606,457,14090,8413.5,12,77.085205078125,6.81829266250134,7.65526205301286,5.84017708897591,5.59377193450928,84.572135925293
1947,NC,34,3698000,7819,9933,11355,418,4046,2213.79999999999,22,39.9103164672852,9.67364311218262,8.81499789655211,26.9416600465775,26.2553062438965,31.7201175689697
1947,ND,35,541000,2053,3392,3663,2,243,87.1000000000001,0,65.1121063232422,8.85596923530101,7.97310270369054,1.59955490380526,0,23.9395027160645
1947,OH,36,7675000,22334,33555,39678,374,8134,4087.3,5,62.6008987426758,7.09368251264095,7.6847780495882,6.01597018539906,5.97220659255981,68.9631195068359
1947,OK,37,2284000,7382,9619,10302,143,2224,751.199999999983,1,45.6053810119629,8.57031084597111,7.945399582386,9.15604159235954,6.75539207458496,47.0707702636719
1947,OR,38,1545000,4366,6047,7069,38,1200,800.5,0,66.9506759643555,6.80966582149267,7.60965757071972,1.54785085469484,.630871653556824,52.0638771057129
1947,PA,39,10512000,35007,49600,55363,308,6938,6617.5,11,60.9865493774414,7.85683572292326,8.09769086539744,5.80450631678104,5.67474222183228,69.2810592651367
1947,RI,40,745000,2918,4249,5169,11,403,176.8,0,65.2017974853516,7.52166226506228,8.6362449079752,1.59361083060503,1.70965230464935,86.8774871826172
1947,SC,41,1951000,4928,6532,7498,285,1256,1945.59999999999,13,35.246639251709,10.0650688260793,9.02051873505116,40.0222539901733,40.084056854248,33.1316757202148
1947,SD,42,578000,1570,2543,2629,6,363,127.9,1,55.5605392456055,8.2442750781774,7.73961775004864,3.75272259116173,.106870234012604,30.5625343322754
1947,TN,43,3091000,7163,9030,9497,374,2637,2353.89999999997,3,39.6412582397461,8.8233221322298,8.30623783171178,16.3471266627312,16.4492950439453,41.2475929260254
1947,TX,44,7104000,13681,20165,23498,784,5675,4917.89999999999,8,50.9865493774414,8.45634251832967,8.38250003755092,13.4664267301559,13.1161317825317,57.1653594970703
1947,UT,45,640000,1159,1861,2628,12,487,251.5,0,52.5112113952637,8.90729635953909,8.31587769091127,1.72968413680792,.35626956820488,61.8949813842773
1947,VT,46,366000,1123,2308,2364,4,229,135.2,1,50.2242164611816,7.78894379734996,7.40060232579709,.138359796255827,0,35.4324150085449
1947,VA,47,2999000,9528,12958,15335,261,3992,3112.2,5,45.246639251709,8.67636568844317,8.95380526781082,22.7563202381134,22.9040260314941,43.5274353027344
1947,WA,48,2357000,6741,9721,10799,75,2044,1563.10000000001,1,66.9506759643555,7.11094059050086,7.41225741803646,2.22396049648523,1.03005862236023,60.0094261169434
1947,WV,49,1882000,4530,5350,6192,131,2309,1626.90000000001,1,46.0986557006836,9.02620263397695,8.40800039470193,5.77577613294125,5.87415981292725,32.6400604248047
1947,WI,50,3247000,13464,18349,20112,44,1974,763.900000000009,0,57.6233215332031,7.73810379207132,7.60575488209725,1.13400341942906,.684821665287018,56.5286445617676
1947,WY,51,265000,594,1138,1270,13,366,105.7,0,66.7713012695312,7.56948366761208,7.1114008873701,1.81054957211018,.8436598777771,46.2350616455078
1948,AL,1,2959000,6045,8142,8972,467,4679,1599.79999999999,2,36.2240676879883,9.16079789400102,8.30107748508455,32.3170363903046,32.5773124694824,41.1248168945312
1948,AK,2,,,,,,,,,,,,,0,24.8056831359863
1948,AZ,3,680000,1448,1670,1943,44,964,748.599999999999,0,54.5643157958984,7.95958235859873,7.77750924229621,12.3542621731758,3.35252499580383,50.9951095581055
1948,AR,4,1824000,4733,5413,7311,143,1442,711.400000000001,2,36.2240676879883,8.58717724680904,7.18682870268821,22.8727340698242,22.8599510192871,30.8900661468506
1948,CA,5,9895000,30816,43195,49987,471,9563,13224.8,8,72.8630676269531,6.15287974476812,7.51715734601022,5.95264174044132,3.82070255279541,78.1748123168945
1948,CO,6,1249000,4918,6365,7084,58,1456,584.199999999997,0,59.8755187988281,7.77770221233367,7.94637575745583,2.29930225759745,1.42126047611237,60.6989631652832
1948,CT,7,2007999.875,8304,12369,13979,34,1084,1039.6,1,71.0788345336914,6.64557740092278,7.40908697247509,2.54635140299797,2.48936533927917,75.416862487793
1948,DE,8,311000,1236,1835,2245,18,178,433,0,69.6265563964844,6.9280008971691,7.21282735466957,14.1651675105095,13.6623620986938,60.0069999694824
1948,FL,10,2537000,6172,7540,8235,376,3761,3010.2,7,49.6680488586426,6.96295499801636,7.95154377818106,22.556859254837,22.5863418579102,62.6720657348633
1948,GA,11,3235000,9367,11220,12587,535,6352,4756,13,40.705394744873,8.90106827020647,8.10253739356996,31.5866827964783,31.5384712219238,42.9428901672363
1948,HI,12,,,,,,,,,,,,,.481927663087845,67.9039535522461
1948,ID,13,551000,1078,1919,2141,20,381,199.6,0,55.1037330627441,7.79626086354255,7.25778818130491,1.75611842423677,.17368845641613,41.0479393005371
1948,IL,14,8503000,34913,48740,53337,479,7784,3690.2,0,74.8962631225586,6.6662302613258,7.6893112063408,7.17459842562675,6.89451551437378,76.5958862304688
1948,IN,15,3875000,9131,14994,16486,164,4296,1051.60000000001,0,59.9170112609863,7.35853061079981,7.74075523018838,4.2195376008749,4.22073411941528,58.547306060791
1948,IA,16,2542000,6488,11662,14829,37,1990,627.600000000006,0,66.9709548950195,7.17753469944,7.50376686453817,.821397546678782,.743487596511841,46.6678733825684
1948,KS,17,1878000,5146,8254,9383,63,1458,608.599999999999,0,55.4771766662598,7.50259831547737,7.39600092172623,3.93357425928116,3.7698380947113,49.8345031738281
1948,KY,18,2790000,6733,8932,10084,313,2906,1799.20000000001,3,40.9128608703613,8.9885760843754,7.97863736748696,7.13053196668625,7.0084810256958,35.5051498413086
1948,LA,19,2584000,6693,8915,10688,232,2288,1541.8,6,41.99169921875,8.06866362690926,8.32326784729958,33.8218629360199,33.3451461791992,51.9543647766113
1948,ME,20,875000,2756,4231,4490,15,632,431.599999999999,0,51.1203308105469,8.22575077414514,7.29978978633881,.254289014264941,.110853753983974,49.276927947998
1948,MD,21,2241000,7531,10742,12320,176,3771,1422.6,3,62.1161804199219,7.33622848987583,8.58144283294677,16.373573243618,16.429386138916,66.7575759887695
1948,MA,22,4656000,23676,33869,37658,64,2620,2098.2,0,62.4481315612793,6.94043263792992,7.66855627298355,1.57975349575281,1.50107204914093,85.4667205810547
1948,MI,23,6206000,19428,30313,36688,211,8161,1684.60000000001,0,64.7717819213867,7.17180222272873,7.74459153413773,6.39117211103439,6.31044006347656,69.3728790283203
1948,MN,24,2867000,10388,16370,18257,55,1699,946.799999999999,0,59.5020751953125,7.31327086687088,7.46009349822998,.940110720694065,.445340305566788,53.3337287902832
1948,MS,25,2066000,4597,5626,7133,322,1892,1021.2,8,32.7800827026367,9.29386407136916,7.9757845401764,46.5394586324692,46.0943222045898,26.2813777923584
1948,MO,26,3841000,12386,18114,19565,242,3155,2132,0,56.6390037536621,7.16474518179893,7.242501527071,7.21317529678345,7.28324556350708,59.4638710021973
1948,MT,27,539000,1836,2572,2581,15,464,347.799999999999,0,67.2199172973633,7.4554595351219,7.31138825416568,3.68813835084438,.170685425400734,42.3910446166992
1948,NE,28,1261000,4420,7075,7834,32,1020,333.599999999999,1,63.6514511108398,7.73223668336867,7.48745828866959,1.60249937325716,1.35820686817169,45.3096656799316
1948,NV,29,155000,359,407,447,19,251,140.4,0,72.4896240234375,6.06021106243135,6.41514495015141,5.90351708233356,2.15712666511536,53.2502822875977
1948,NH,30,517000,2439,3329,3960,5,268,307,0,53.4024887084961,7.34066754579543,7.49982118606569,.225225719623268,.150375947356224,57.6694793701172
1948,NJ,31,4735000,17925,26033,29676,123,4190,2048.60000000001,3,68.1327819824219,6.62448748946192,7.75328010320662,6.51604011654854,6.32944202423096,85.057746887207
1948,NM,32,595000,1019,1355,1932,43,580,355.599999999999,0,46.3070526123047,8.69059175252915,8.27394053339958,6.98148608207703,1.11685240268707,46.3262672424316
1948,NY,33,14465000,80363,109318,123956,431,14749,8270,6,73.1120300292969,6.55754432082176,7.53834560513496,6.04801550507545,5.7877082824707,84.8195877075195
1948,NC,34,3796000,8497,10477,11876,419,4125,1995.20000000001,8,41.2033195495605,9.41610932350159,8.6871784925461,26.8818080425262,26.082691192627,32.3561859130859
1948,ND,35,580000,2078,3396,3686,5,244,86.4000000000001,0,60.3319511413574,8.66428896784783,7.83792078495025,1.62553712725639,0,24.8449668884277
1948,OH,36,7865000,23123,34578,40620,353,8261,4138.2,7,63.526969909668,6.83135166764259,7.55501836538315,6.16058558225632,6.12432813644409,69.2753295898438
1948,OK,37,2079000,7437,9654,10651,119,2229,660.799999999988,2,47.0539398193359,8.40476229786873,7.85191819071769,9.03720110654831,6.68693542480469,48.4135627746582
1948,OR,38,1404000,4130,5857,7004,53,1308,835,1,67.8423233032227,6.57753199338913,7.48625248670578,1.62845589220524,.68167769908905,52.5290908813477
1948,PA,39,10271000,35522,50219,56414,305,7375,6368,3,59.294605255127,7.55536898970606,7.96342253684998,5.94489090144634,5.80720853805542,69.6733093261719
1948,RI,40,773000,3029,4287,5313,20,361,173.2,0,59.2116165161133,7.23470211029049,8.59889447689056,1.62288136780262,1.73349177837372,86.2050094604492
1948,SC,41,1960000,5050,6728,7820,250,1387,1898.39999999999,5,37.468879699707,9.86327663063999,8.84188205003738,39.4946217536926,39.6900520324707,34.3610153198242
1948,SD,42,609000,1613,2609,2700,12,422,126.6,0,62.0331954956055,8.00621420145031,7.71805450320244,3.75404022634029,.122137404978275,31.4182796478271
1948,TN,43,3207000,7402,9362,9779,367,2665,2117.59999999998,5,39.6680488586426,8.62435549497604,8.24136123061181,16.3141667842865,16.3055648803711,42.1087532043457
1948,TX,44,7547000,14175,20822,24404,767,5792,5006.60000000001,11,50.0829849243164,8.24592724442486,8.32813411951065,13.2544472813606,12.9321889877319,58.8492698669434
1948,UT,45,650000,1208,1980,2726,13,485,256,0,51.8672180175781,8.69111284613613,8.11454162001608,1.7631059512496,.381191223859787,62.8150482177734
1948,VT,46,359000,1179,2353,2429,3,218,133.8,0,49.0871353149414,7.68767714500429,7.29271486401557,.145941518712789,0,35.7588157653809
1948,VA,47,3121000,9696,13249,15706,299,3984,3071.8,3,47.3858909606934,8.38306814432146,8.90336111187935,22.4960371851921,22.6499443054199,44.7045669555664
1948,WA,48,2218000,6918,10124,11224,68,1944,1636.39999999999,0,66.9709548950195,6.9353272020817,7.26712048053741,2.25377101451159,1.11960625648499,60.9949722290039
1948,WV,49,1899000,4675,5508,6493,151,2484,1581.60000000001,4,45.8506202697754,8.73906493186949,8.27045843005179,5.7678047567606,5.82704019546509,33.2921104431152
1948,WI,50,3313000,13716,18680,20527,29,2231,723.600000000006,0,59.0456428527832,7.55735442042349,7.51537799835205,1.16778537631035,.728023409843445,56.9605331420898
1948,WY,51,263000,611,1153,1274,12,356,104.8,0,66.3485488891602,7.32998102903366,6.96056917309762,1.88676454126835,.907267451286316,47.4900398254395
1949,AL,1,2992000,6270,7515,8441,429,5042,1469.89999999999,5,34.7899169921875,9.01553213596347,8.19198474287988,31.9772630929947,32.3122024536133,42.4885025024414
1949,AK,2,,,,,,,,,,,,,0,24.995433807373
1949,AZ,3,706000,1443,1443,1918,41,894,762.799999999999,0,54.579833984375,7.75258153676992,7.62345947325227,12.0805457234383,3.39583897590637,53.0107803344727
1949,AR,4,1834000,4819,4826,6806,145,1595,693.200000000004,4,33.9495811462402,8.31379339098932,7.02874369919297,22.6414695382118,22.6197032928467,31.9806728363037
1949,CA,5,10161000,31190,41069,49975,485,10377,13474.9,11,73.0672302246094,5.93785416334862,7.39512436091903,6.13888949155807,4.07388019561768,79.0752258300781
1949,CO,6,1278000,5035,6349,7076,63,1362,552.099999999999,2,59.873950958252,7.59550265967843,7.88038372993469,2.40384005010128,1.46534717082977,61.7079658508301
1949,CT,7,2026000,8314,11656,13423,36,1086,1016.3,0,69.4537811279297,6.31826743483543,7.17784062027933,2.60190609842539,2.55916666984558,76.3740997314453
1949,DE,8,315000,1263,1769,2234,25,157,467.5,0,75.4621887207031,6.68297424912447,7.0376668125391,14.2798095941544,13.6847629547119,61.0003890991211
1949,FL,10,2623000,6371,7030,7662,315,3851,2978.1,4,50.5462188720703,6.69019930064678,7.74001121520991,22.0406398177147,22.0227069854736,63.6136169433594
1949,GA,11,3281000,9586,10371,12018,427,6500,4594.5,8,40.4201698303223,8.69163632392889,7.92947918176652,31.237918138504,31.1393909454346,44.0133743286133
1949,HI,12,,,,,,,,,,,,,.542168617248535,68.5905303955078
1949,ID,13,567000,1103,1789,2050,12,479,194.300000000001,0,53.235294342041,7.60156631469724,7.10517592728137,1.78565494716167,.171589985489845,41.9646453857422
1949,IL,14,8629000,35608,46255,51375,425,7922,3736.09999999999,2,70.5882339477539,6.45618338137863,7.52500250935557,7.44874030351639,7.14375591278076,76.9738464355469
1949,IN,15,3955000,9286,13694,15082,123,4707,1017.3,3,56.8067245483398,7.11730480194097,7.64713279902935,4.30520623922348,4.30345964431763,58.9812393188477
1949,IA,16,2578000,6356,10457,13812,23,2104,567.300000000003,1,56.8487396240234,6.90066441893578,7.38747172057628,.848322082310915,.75269615650177,47.1625099182129
1949,KS,17,1898000,5031,7374,8495,46,1765,600.299999999999,0,54.4958000183105,7.26802125573158,7.34461523592473,3.94050292670727,3.78992938995361,50.8306159973145
1949,KY,18,2819000,6872,7921,9019,250,3198,1726.60000000001,3,39.0336151123047,8.84030893445016,7.89662219583989,7.11364075541496,6.94429492950439,36.2130661010742
1949,LA,19,2621000,7118,8361,10052,241,2514,1554.4,3,44.9579849243164,7.80515149235725,8.20361636579037,33.602374792099,33.0240707397461,53.2667617797852
1949,ME,20,899000,2809,3950,4235,15,650,412.799999999996,0,49.3697509765625,8.08448113501075,7.17956572771072,.242751068435609,.109952501952648,50.3745613098145
1949,MD,21,2296000,7625,9996,11597,151,4139,1394.3,3,62.5210113525391,7.0559021830559,8.51369448006152,16.424261033535,16.4100227355957,67.6887664794922
1949,MA,22,4717000,23633,31930,36027,51,2537,2105.6,0,61.8907585144043,6.69369660317898,7.58284702897072,1.61583628505468,1.52945196628571,84.9762115478516
1949,MI,23,6324000,19830,29164,35816,219,8583,1601.80000000002,0,63.9916000366211,6.96308575570583,7.64896042644978,6.69413134455681,6.60457181930542,69.8276901245117
1949,MN,24,2934000,10285,15002,16868,32,1777,952.4,0,55.3781547546387,7.07571469247341,7.27169774472713,.953058712184429,.45623704791069,53.7773056030273
1949,MS,25,2075000,4760,5141,6478,355,1970,957.599999999991,0,29.3697490692139,9.18410874903199,7.80991941690448,46.1855918169022,45.7034111022949,27.0882987976074
1949,MO,26,3880000,12353,16355,17761,221,3209,2133,2,55.5042037963867,6.96809113025663,7.11994580924511,7.34442695975304,7.38783836364746,60.4206314086914
1949,MT,27,565000,1875,2382,5377,21,584,360.899999999998,0,59.1176490783691,7.12559498846526,7.08089999854566,3.61795276403427,.169659748673439,42.9493141174316
1949,NE,28,1299000,4425,6576,7508,23,1193,307.299999999996,0,56.6386566162109,7.5131950527429,7.43352375924589,1.62668991833925,1.39500391483307,46.0911560058594
1949,NV,29,155000,352,358,398,16,299,146.199999999999,3,75.0420227050781,5.85554376244546,6.05383638292549,6.1278123408556,2.31313133239746,55.0202026367188
1949,NH,30,529000,2515,3181,3734,8,250,302.5,0,53.109245300293,7.1408976614475,7.36562110483647,.235713366419077,.169172942638397,57.6881217956543
1949,NJ,31,4842000,18459,25456,29029,148,4309,1977.80000000002,2,67.8991622924805,6.32700420916086,7.59278550744056,6.65717944502831,6.43853044509888,85.4886474609375
1949,NM,32,634000,1034,1158,1474,45,637,369.299999999999,0,47.8991622924805,8.54210585355761,8.21674838662148,6.83696419000626,1.13897776603699,47.9817123413086
1949,NY,33,14863000,82942,107745,123019,439,15246,8126.5,14,72.1848754882812,6.29679597914219,7.42142915725705,6.25585317611694,5.98164415359497,85.0670394897461
1949,NC,34,3857000,8751,9786,11330,377,4431,1776.60000000003,10,40.3781509399414,9.15857553482056,8.55935908854009,26.821956038475,25.9100799560547,32.9922523498535
1949,ND,35,597000,2107,3229,3526,4,235,85.7,0,51.4285736083984,8.47260870039466,7.70273886620996,1.65151953697205,0,25.750431060791
1949,OH,36,7964000,23169,32072,38645,350,8835,4189.09999999999,15,60.7563056945801,6.56902082264423,7.42525868117809,6.30520060658455,6.27645015716553,69.5875396728516
1949,OK,37,2091000,7522,9243,10234,124,2297,570.399999999994,0,48.9916000366211,8.23921374976635,7.75843679904937,8.91836136579514,6.61847877502441,49.7563552856445
1949,OR,38,1429000,4184,5447,6664,39,1400,869.5,0,66.8487396240234,6.34539816528559,7.36284740269184,1.70906074345112,.732483744621277,52.994312286377
1949,PA,39,10375000,36091,47487,53871,273,7695,6118.5,2,58.6134490966797,7.25390225648885,7.82915420830252,6.08527585864067,5.93967533111572,70.065544128418
1949,RI,40,783000,3166,4127,5154,4,374,169.599999999999,0,57.6050453186035,6.9477419555187,8.56154404580592,1.65215190500021,1.75733113288879,85.5325317382812
1949,SC,41,2004000,5095,6163,7421,250,1413,1851.2,2,36.344539642334,9.66148443520067,8.66324536502359,38.9669865369797,39.2960433959961,35.5903511047363
1949,SD,42,628000,1618,2357,2441,14,418,125.3,0,46.8487396240234,7.76815332472323,7.69649125635624,3.75535786151886,.137404590845108,32.2740249633789
1949,TN,43,3225000,7227,8170,8606,321,2715,1881.29999999999,3,39.6638679504395,8.42538885772228,8.17648462951184,16.2812069058418,16.1618328094482,42.969913482666
1949,TX,44,7505000,15111,19865,23936,768,5958,5095.30000000002,8,54.453784942627,8.03551197052004,8.27376820147039,13.0424663424492,12.7482442855835,60.5331726074219
1949,UT,45,669000,1239,1952,2615,15,476,260.5,0,52.7731094360352,8.47492933273317,7.91320554912089,1.7965279519558,.406112849712372,63.7351112365723
1949,VT,46,369000,1225,2327,2403,2,284,132.4,0,46.470588684082,7.58641049265862,7.18482740223405,.153523241169751,0,36.0852127075195
1949,VA,47,3186000,10001,12417,15012,302,4242,3031.40000000001,0,47.1428604125977,8.08977060019975,8.85291695594788,22.2357541322708,22.3958606719971,45.8816947937012
1949,WA,48,2234000,7045,9539,10815,77,2064,1709.69999999998,3,66.6386566162109,6.75971381366254,7.12198354303837,2.28358171880245,1.20915377140045,61.9805221557617
1949,WV,49,1930000,4503,4941,5807,137,2772,1536.3,1,42.6050415039062,8.45192722976202,8.13291646540164,5.75983300805092,5.77992105484009,33.9441604614258
1949,WI,50,3390000,14075,17956,19663,44,1991,683.300000000003,0,57.815128326416,7.37660504877566,7.42500111460684,1.20156733319163,.771225214004517,57.3924255371094
1949,WY,51,272000,617,1030,1147,13,411,103.9,0,68.9075622558594,7.09047839045525,6.80973745882514,1.96297969669104,.970875084400177,48.7450218200684
1950,AL,1,3058000,6501,7785,8619,427,4454,1340,4,37.5103721618652,8.87026637792587,8.0828920006752,31.6374897956848,32.0470886230469,43.8521919250488
1950,AK,2,135000,,,,,,,,99.5435638427734,,,,0,25.1851863861084
1950,AZ,3,756000,1554,1562,1846,48,878,777,1,56.5145225524902,7.54558071494102,7.46940970420837,11.8068300187588,3.43915343284607,55.0264549255371
1950,AR,4,1908000,4947,4957,6704,147,1541,675,3,34.9377593994141,8.0404095351696,6.87065869569778,22.4102050065994,22.3794555664062,33.0712814331055
1950,CA,5,10677000,32430,43337,53166,466,11056,13725,7,77.7593383789062,5.72282858192921,7.27309137582779,6.3251368701458,4.32705783843994,79.9756469726562
1950,CO,6,1325000,5209,6535,7266,44,1490,520,0,62.9045639038086,7.41330310702324,7.81439170241356,2.50837784260511,1.50943398475647,62.7169799804688
1950,CT,7,2016000,8507,11805,13597,29,1020,993,0,78.1327819824219,5.99095746874809,6.94659426808357,2.65746079385281,2.62896823883057,77.3313446044922
1950,DE,8,321000,1327,1802,2282,21,158,502,0,85.8091278076172,6.43794760107994,6.86250627040863,14.3944501876831,13.7071657180786,61.9937705993652
1950,FL,10,2810000,6576,7305,8003,360,3973,2946,1,53.9419059753418,6.41744360327721,7.52847865223885,21.5244203805923,21.4590740203857,64.5551605224609
1950,GA,11,3458000,10003,10866,12517,511,6250,4433,13,43.9419097900391,8.48220437765121,7.75642096996307,30.889156460762,30.7403125762939,45.0838623046875
1950,HI,12,498000,,,,,,,,59.294605255127,,,,.602409601211548,69.2771072387695
1950,ID,13,590000,1127,1836,2115,8,514,189,0,54.7717819213867,7.40687176585197,6.95256367325783,1.81519128382206,.169491529464722,42.8813552856445
1950,IL,14,8738000,36217,47226,52263,410,7886,3782,3,75.8506240844727,6.24613650143147,7.3606938123703,7.72288218140602,7.39299583435059,77.3517990112305
1950,IN,15,3967000,9513,14014,15463,145,4743,983,1,62.9045639038086,6.87607899308205,7.55351036787033,4.39087525010109,4.38618564605713,59.4151725769043
1950,IA,16,2625000,7482,11559,13236,35,2084,507,0,63.5684623718262,6.62379413843155,7.27117657661438,.875246524810791,.761904776096344,47.6571426391602
1950,KS,17,1916000,4901,7233,8183,62,1959,592,1,60.8298759460449,7.03344419598579,7.29322955012321,3.94743159413338,3.8100209236145,51.8267211914062
1950,KY,18,2936000,7017,8003,9213,255,3259,1654,2,40.7468872070312,8.69204178452492,7.81460702419281,7.09674954414368,6.88010883331299,36.9209785461426
1950,LA,19,2697000,7349,8644,10288,252,2674,1567,2,46.224063873291,7.54163935780525,8.08396488428116,33.3828896284103,32.7030029296875,54.5791625976562
1950,ME,20,917000,2764,4041,4369,15,736,394,0,49.294605255127,7.94321149587631,7.05934166908264,.231213122606277,.109051249921322,51.4721946716309
1950,MD,21,2355000,7833,10227,11732,153,3892,1366,0,67.8838195800781,6.77557587623596,8.44594612717628,16.474948823452,16.3906593322754,68.6199569702148
1950,MA,22,4686000,23562,31670,35840,54,2375,2113,0,68.464729309082,6.44696056842804,7.49713778495789,1.65191907435656,1.55783188343048,84.4857025146484
1950,MI,23,6407000,19810,29676,37057,245,8591,1519,0,71.2448120117188,6.75436928868294,7.55332931876183,6.99709132313728,6.89870405197144,70.2825012207031
1950,MN,24,2997000,10621,15441,17160,38,1879,958,0,59.1701240539551,6.83815851807594,7.08330199122429,.966006796807051,.467133790254593,54.2208862304688
1950,MS,25,2176000,5040,5668,7256,306,2158,894,3,31.7427387237549,9.07435342669487,7.64405429363251,45.8317250013351,45.3125,27.8952217102051
1950,MO,26,3964000,12225,16396,17804,233,3400,2134,1,59.0456428527832,6.77143707871437,6.99739009141922,7.47567862272263,7.49243211746216,61.3773956298828
1950,MT,27,593000,1909,2451,5557,22,595,374,0,68.7136917114258,6.7957304418087,6.85041174292564,3.54776717722416,.168634071946144,43.5075874328613
1950,NE,28,1327000,4701,6863,8134,39,1147,281,0,65.1037368774414,7.29415342211723,7.37958922982216,1.65088064968586,1.43180108070374,46.8726463317871
1950,NV,29,162000,363,363,424,14,240,152,1,82.3236465454102,5.65087646245956,5.69252781569958,6.3521072268486,2.46913576126099,56.7901268005371
1950,NH,30,532000,2580,3268,3818,7,240,298,0,55.5601654052734,6.94112777709961,7.23142102360725,.246201013214886,.187969923019409,57.7067680358887
1950,NJ,31,4872000,18994,25970,29562,117,4015,1907,1,74.4813232421875,6.02952092885971,7.4322909116745,6.79831877350807,6.54761934280396,85.9195404052734
1950,NM,32,689000,1034,1172,1504,42,705,383,0,49.7925300598145,8.39361995458603,8.15955623984337,6.69244229793549,1.16110301017761,49.6371574401855
1950,NY,33,14865000,85714,111134,126391,394,15313,7983,3,76.6389999389648,6.03604763746262,7.3045127093792,6.46369159221649,6.17558002471924,85.3144912719727
1950,NC,34,4067999.75,9063,10225,11870,380,4335,1558,5,44.4398345947266,8.90104174613953,8.43153968453407,26.7621040344238,25.7374649047852,33.6283187866211
1950,ND,35,619000,2107,3217,3539,2,235,85,0,57.3858909606934,8.28092843294144,7.56755694746971,1.67750176042318,0,26.6558971405029
1950,OH,36,7980000,24475,32512,38348,323,9128,4240,4,66.3900375366211,6.30668997764587,7.29549899697304,6.44981637597084,6.4285717010498,69.8997497558594
1950,OK,37,2229000,7622,9364,10531,97,2401,480,0,47.5103721618652,8.07366520166397,7.66495540738106,8.79952162504196,6.55002212524414,51.0991439819336
1950,OR,38,1532000,4361,5703,6931,48,1534,904,0,68.3402481079102,6.11326433718204,7.2394423186779,1.789665594697,.783289790153503,53.459529876709
1950,PA,39,10507000,36867,48329,54531,277,7432,5869,6,64.0663909912109,6.95243552327156,7.69488587975502,6.22566044330597,6.07214212417603,70.4577941894531
1950,RI,40,786000,3206,4217,5206,13,284,166,0,64.1908721923828,6.66078180074692,8.5241936147213,1.6814224421978,1.78117048740387,84.8600540161133
1950,SC,41,2113000,5326,6731,7901,225,1513,1804,3,38.1742744445801,9.45969223976135,8.48460868000984,38.439354300499,38.9020347595215,36.8196868896484
1950,SD,42,655000,1630,2391,2488,6,451,124,0,53.4854774475098,7.53009244799614,7.67492800951004,3.75667549669743,.152671754360199,33.129768371582
1950,TN,43,3315000,7534,8503,8791,315,2780,1645,1,42.3651428222656,8.22642222046852,8.11160802841187,16.2482470273972,16.0181007385254,43.8310699462891
1950,TX,44,7776000,15833,20116,25198,736,6424,5184,13,56.4315338134766,7.82509669661522,8.2194022834301,12.8304868936539,12.5642995834351,62.2170791625977
1950,UT,45,696000,1272,2033,2603,10,565,265,0,55.6846466064453,8.25874581933022,7.71186947822571,1.82994976639748,.431034475564957,64.6551742553711
1950,VT,46,379000,1263,2394,2493,2,259,131,0,47.759334564209,7.48514384031296,7.07693994045258,.161104963626713,0,36.4116096496582
1950,VA,47,3315000,10067,12610,15454,304,4439,2991,2,51.7842330932617,7.79647305607796,8.8024728000164,21.9754725694656,22.1417808532715,47.0588226318359
1950,WA,48,2387000,7197,9799,11175,62,2290,1783,0,71.1618270874023,6.58410042524338,6.97684660553932,2.3133922368288,1.29870128631592,62.9660682678223
1950,WV,49,2006000,4688,5163,6111,120,2904,1491,0,43.526969909668,8.16478952765465,7.9953745007515,5.75186163187027,5.73280143737793,34.5962104797363
1950,WI,50,3438000,13963,17898,19920,39,2017,643,0,62.1161804199219,7.19585567712784,7.33462423086166,1.23534929007292,.814426958560944,57.8243141174316
1950,WY,51,290000,634,1069,1191,4,410,103,0,71.2033157348633,6.85097575187683,6.65890574455261,2.03919485211372,1.03448271751404,50
1951,AL,1,3059000,6655,7922,8761,355,4416,1501.90000000002,0,40.038459777832,8.80990989506243,7.89805397391321,31.4909934997559,31.8356609344482,44.9403991699219
1951,AK,2,158000,,,,,,,,108.538459777832,,,,.305676847696304,26.4221248626709
1951,AZ,3,785000,1568,1576,1967,50,900,841.700000000012,1,62.3461532592773,7.58087150752544,7.37825386226176,11.6433061659336,3.4207489490509,56.8742980957031
1951,AR,4,1901000,4619,4619,6234,138,1471,718.399999999994,5,36.6153831481934,8.08119833469392,6.72614216804508,22.3636835813522,22.3159084320068,34.040283203125
1951,CA,5,11134000,33283,43942,54207,405,11464,14383.7999999998,6,80.038459777832,5.83522800356153,7.1795941889286,6.49401322007179,4.45137786865234,80.5307006835938
1951,CO,6,1326000,5225,6576,7349,35,1446,579.700000000012,1,68.961540222168,7.37387038767339,7.68166624009607,2.55342926830053,1.58460700511932,63.7544937133789
1951,CT,7,2028000.125,8634,12158,14035,39,1081,1046.79999999999,0,82.7692337036133,6.08545631170272,6.78398165851828,2.83156968653202,2.7866690158844,77.4048156738281
1951,DE,8,331000,1360,1360,1839,18,161,511.599999999999,0,82.6923065185547,6.50466606020927,6.76615122705697,14.3386080861092,13.6950235366821,62.3200073242188
1951,FL,10,2980000,6846,7585,8321,316,3860,3297.89999999991,8,53.230770111084,6.47055178880693,7.3680593818426,21.1809515953064,21.0717601776123,65.4157943725586
